"PROBE_ID"	"Symbol"
"458"	"ILMN_1706015"	"FAM43A"
"459"	"ILMN_2153466"	"FAM50B"
"460"	"ILMN_1774259"	"FAM63B"
"461"	"ILMN_1726597"	"FAM65B"
"462"	"ILMN_3307791"	"FAM69A"
"463"	"ILMN_3250592"	"FAM86A"
"464"	"ILMN_1769532"	"FAM86B1"
"465"	"ILMN_1753482"	"FAM86C1"
"466"	"ILMN_3239168"	"FAM86C2P"
"467"	"ILMN_3236135"	"FAM86DP"
"468"	"ILMN_3239946"	"FAM86HP"
"469"	"ILMN_2285817"	"FAM89A"
"470"	"ILMN_2143250"	"FAR1"
"471"	"ILMN_1678353"	"FARP1"
"472"	"ILMN_1754795"	"FAT1"
"473"	"ILMN_3247578"	"FAT1"
"474"	"ILMN_1774602"	"FBLN2"
"475"	"ILMN_2390919"	"FBLN2"
"476"	"ILMN_1783182"	"FBN1"
"477"	"ILMN_1670899"	"FBN2"
"478"	"ILMN_2285112"	"FBXO11"
"479"	"ILMN_1701455"	"FBXO6"
"480"	"ILMN_1695290"	"FERMT2"
"481"	"ILMN_1764314"	"FGD1"
"482"	"ILMN_1723123"	"FGFR3"
"483"	"ILMN_1805842"	"FHL1"
"484"	"ILMN_1668411"	"FHL2"
"485"	"ILMN_2355831"	"FHL2"
"486"	"ILMN_1703558"	"FHL3"
"487"	"ILMN_1651776"	"FHOD1"
"488"	"ILMN_1738578"	"FILIP1L"
"489"	"ILMN_1730906"	"FILIP1L"
"490"	"ILMN_2391150"	"FILIP1L"
"491"	"ILMN_1753597"	"FKRP"
"492"	"ILMN_1771320"	"FLJ38717"
"493"	"ILMN_1664922"	"FLNB"
"494"	"ILMN_1715748"	"FLNC"
"495"	"ILMN_1769615"	"FLRT2"
"496"	"ILMN_1805796"	"FLYWCH2"
"497"	"ILMN_1764795"	"FMN2"
"498"	"ILMN_1675646"	"FN1"
"499"	"ILMN_1797342"	"FNBP1"
"500"	"ILMN_3253456"	"FNDC3B"
"501"	"ILMN_3178302"	"FNDC3B"
"502"	"ILMN_1669523"	"FOS"
"503"	"ILMN_1751607"	"FOSB"
"504"	"ILMN_1738401"	"FOXC1"
"505"	"ILMN_1704418"	"FOXD1"
"506"	"ILMN_1674934"	"FOXF2"
"507"	"ILMN_2106902"	"FOXN3"
"508"	"ILMN_1681703"	"FOXO3"
"509"	"ILMN_3307977"	"FOXO6"
"510"	"ILMN_1682495"	"FOXP1"
"511"	"ILMN_2250923"	"FOXP1"
"512"	"ILMN_1880280"	"FOXP1-IT1"
"513"	"ILMN_1678961"	"FRMD4A"
"514"	"ILMN_1769282"	"FRMD6"
"515"	"ILMN_2330787"	"FRMD6"
"516"	"ILMN_1808707"	"FSCN1"
"517"	"ILMN_1712896"	"FST"
"518"	"ILMN_1700081"	"FST"
"519"	"ILMN_1683146"	"FTH1"
"520"	"ILMN_1706013"	"FTH1P11"
"521"	"ILMN_1653711"	"FZD2"
"522"	"ILMN_1659297"	"FZD6"
"523"	"ILMN_1804351"	"FZD7"
"524"	"ILMN_1704398"	"FZD9"
"525"	"ILMN_1691846"	"G0S2"
"526"	"ILMN_2050109"	"GABARAP"
"527"	"ILMN_1660718"	"GABBR2"
"528"	"ILMN_2052208"	"GADD45A"
"529"	"ILMN_1694075"	"GADD45A"
"530"	"ILMN_1718977"	"GADD45B"
"531"	"ILMN_1792168"	"GALE"
"532"	"ILMN_1771026"	"GARS"
"533"	"ILMN_1772910"	"GAS1"
"534"	"ILMN_2062701"	"GAS1"
"535"	"ILMN_1779558"	"GAS6"
"536"	"ILMN_1784749"	"GAS6"
"537"	"ILMN_1701114"	"GBP1"
"538"	"ILMN_2148785"	"GBP1"
"539"	"ILMN_1782487"	"GBP1P1"
"540"	"ILMN_1771385"	"GBP4"
"541"	"ILMN_1800602"	"GCA"
"542"	"ILMN_1812759"	"GCH1"
"543"	"ILMN_1666545"	"GCNT1"
"544"	"ILMN_1709674"	"GFPT2"
"545"	"ILMN_1727087"	"GJA1"
"546"	"ILMN_1772261"	"GLG1"
"547"	"ILMN_1727577"	"GLI2"
"548"	"ILMN_1652631"	"GLIPR2"
"549"	"ILMN_2402600"	"GLIS3"
"550"	"ILMN_1669631"	"GLRB"
"551"	"ILMN_2188722"	"GLS"
"552"	"ILMN_1713290"	"GLT8D1"
"553"	"ILMN_1696127"	"GLTSCR1L"
"554"	"ILMN_1729487"	"GMPR"
"555"	"ILMN_2365595"	"GMPR2"
"556"	"ILMN_2216157"	"GNA12"
"557"	"ILMN_1807925"	"GNG2"
"558"	"ILMN_2388585"	"GOPC"
"559"	"ILMN_1701111"	"GPCPD1"
"560"	"ILMN_2107004"	"GPR1"
"561"	"ILMN_1655348"	"GPR1"
"562"	"ILMN_3242038"	"GPX8"
"563"	"ILMN_2065690"	"GRAMD3"
"564"	"ILMN_2124585"	"GREM1"
"565"	"ILMN_1752965"	"GREM1"
"566"	"ILMN_1678816"	"GREM2"
"567"	"ILMN_2388669"	"GRIA3"
"568"	"ILMN_1806601"	"GRSF1"
"569"	"ILMN_1807767"	"GSE1"
"570"	"ILMN_1771964"	"GSTA4"
"571"	"ILMN_2246548"	"GSTTP2"
"572"	"ILMN_1737857"	"GTF2B"
"573"	"ILMN_1757467"	"H1F0"
"574"	"ILMN_2106331"	"H3F3A"
"575"	"ILMN_2210519"	"HAPLN1"
"576"	"ILMN_2371700"	"HAUS7"
"577"	"ILMN_2121408"	"HBEGF"
"578"	"ILMN_1732705"	"HCFC1"
"579"	"ILMN_1757877"	"HCFC1R1"
"580"	"ILMN_1765621"	"HDGF"
"581"	"ILMN_1787509"	"HELZ2"
"582"	"ILMN_1729749"	"HERC5"
"583"	"ILMN_1654639"	"HERC6"
"584"	"ILMN_1653466"	"HES4"
"585"	"ILMN_1694268"	"HES6"
"586"	"ILMN_1682034"	"HEY2"
"587"	"ILMN_2379788"	"HIF1A"
"588"	"ILMN_1681283"	"HIF1A"
"589"	"ILMN_1763260"	"HIF1A"
"590"	"ILMN_1792689"	"HIST1H2AC"
"591"	"ILMN_2075334"	"HIST1H4C"
"592"	"ILMN_3242900"	"HIST2H2AA4"
