"x"
"349"	469
"350"	170
"351"	393
"352"	77
"353"	155
"354"	440
"355"	314
"356"	442
"357"	160
"358"	191
"359"	327
"360"	102
"361"	303
"362"	95
"363"	290
"364"	236
"365"	269
"366"	444
"367"	366
"368"	389
"369"	435
"370"	483
"371"	344
"372"	489
"373"	292
"374"	367
"375"	423
"376"	449
"377"	274
"378"	402
"379"	351
"380"	413
"381"	403
"382"	463
"383"	382
"384"	422
"385"	263
"386"	315
"387"	358
"388"	278
"389"	475
"390"	255
"391"	242
"392"	98
"393"	361
"394"	298
"395"	466
"396"	205
"397"	410
"398"	280
"399"	321
"400"	287
"401"	332
"402"	266
"403"	375
"404"	353
"405"	395
"406"	152
"407"	219
"408"	323
"409"	161
"410"	154
"411"	249
"412"	167
"413"	231
"414"	379
"415"	337
"416"	380
"417"	141
"418"	201
"419"	319
"420"	387
"421"	225
"422"	372
"423"	313
"424"	450
"425"	356
"426"	496
"427"	409
"428"	439
"429"	471
"430"	473
"431"	412
"432"	430
"433"	268
"434"	371
"435"	385
"436"	232
"437"	429
"438"	355
"439"	494
"440"	491
"441"	259
"442"	197
"443"	325
"444"	470
"445"	243
"446"	448
"447"	446
"448"	250
"449"	443
"450"	445
"451"	462
"452"	193
"453"	318
"454"	262
"455"	275
"456"	360
"457"	352
"458"	464
"459"	502
"460"	416
"461"	383
"462"	335
"463"	468
"464"	495
"465"	437
"466"	479
"467"	453
"468"	482
"469"	376
"470"	405
"471"	457
"472"	251
"473"	364
"474"	288
"475"	338
"476"	497
"477"	260
"478"	307
"479"	336
"480"	408
"481"	309
"482"	476
"483"	487
"484"	345
"485"	461
"486"	248
"487"	235
"488"	456
"489"	486
"490"	474
"491"	419
"492"	451
"493"	381
"494"	428
"495"	498
"496"	400
"497"	472
"498"	438
"499"	484
"500"	465
"501"	404
"502"	407
