"PROBE_ID"	"Symbol"
"526"	"ILMN_2189675"	"HRCT1"
"527"	"ILMN_1692056"	"HS3ST3A1"
"528"	"ILMN_2096116"	"HSP90B1"
"529"	"ILMN_1674236"	"HSPB1"
"530"	"ILMN_1671046"	"HSPB2"
"531"	"ILMN_1676563"	"HTRA1"
"532"	"ILMN_1709882"	"ICK"
"533"	"ILMN_1664861"	"ID1"
"534"	"ILMN_2086095"	"ID2"
"535"	"ILMN_1793990"	"ID2"
"536"	"ILMN_1732296"	"ID3"
"537"	"ILMN_1755620"	"IER5L"
"538"	"ILMN_2348268"	"IFFO1"
"539"	"ILMN_2058782"	"IFI27"
"540"	"ILMN_1745374"	"IFI35"
"541"	"ILMN_2347798"	"IFI6"
"542"	"ILMN_1707695"	"IFIT1"
"543"	"ILMN_1801246"	"IFITM1"
"544"	"ILMN_1655504"	"IFT81"
"545"	"ILMN_1702447"	"IGF2BP2"
"546"	"ILMN_2396875"	"IGFBP3"
"547"	"ILMN_1701402"	"IKBIP"
"548"	"ILMN_1699651"	"IL6"
"549"	"ILMN_1849013"	"IL6ST"
"550"	"ILMN_2184373"	"IL8"
"551"	"ILMN_1666733"	"IL8"
"552"	"ILMN_2364376"	"ILK"
"553"	"ILMN_2358980"	"ILK"
"554"	"ILMN_1673704"	"INA"
"555"	"ILMN_2393450"	"INF2"
"556"	"ILMN_1811767"	"INHBE"
"557"	"ILMN_2198878"	"INPP4B"
"558"	"ILMN_1756086"	"INTS3"
"559"	"ILMN_2166384"	"IPO5"
"560"	"ILMN_2394561"	"IRF2BP2"
"561"	"ILMN_1804396"	"IRF2BPL"
"562"	"ILMN_1745471"	"IRF9"
"563"	"ILMN_1759232"	"IRS1"
"564"	"ILMN_2083469"	"IRS2"
"565"	"ILMN_1811468"	"IRX3"
"566"	"ILMN_2140559"	"IRX5"
"567"	"ILMN_1764861"	"ISOC1"
"568"	"ILMN_1701244"	"ITFG2"
"569"	"ILMN_2406084"	"ITGA11"
"570"	"ILMN_1651343"	"ITGA11"
"571"	"ILMN_1685397"	"ITGA3"
"572"	"ILMN_1792679"	"ITGA5"
"573"	"ILMN_2169439"	"ITGAV"
"574"	"ILMN_2311166"	"ITGB5"
"575"	"ILMN_1718769"	"ITSN1"
"576"	"ILMN_1717877"	"IVNS1ABP"
"577"	"ILMN_1682727"	"JAZF1"
"578"	"ILMN_1676247"	"JPH2"
"579"	"ILMN_1717519"	"JPH2"
"580"	"ILMN_1773427"	"KANK1"
"581"	"ILMN_1716089"	"KANK2"
"582"	"ILMN_3241554"	"KANK4"
"583"	"ILMN_1776936"	"KANK4"
"584"	"ILMN_3187852"	"KANSL3"
"585"	"ILMN_1722533"	"KATNAL1"
"586"	"ILMN_1684755"	"KAZALD1"
"587"	"ILMN_1716272"	"KBTBD8"
"588"	"ILMN_1673769"	"KCNG1"
"589"	"ILMN_1765990"	"KCNK2"
"590"	"ILMN_2376953"	"KCNK2"
"591"	"ILMN_2297765"	"KCNMA1"
"592"	"ILMN_3248707"	"KCNQ1OT1"
"593"	"ILMN_1719064"	"KCTD10"
"594"	"ILMN_1786326"	"KCTD15"
"595"	"ILMN_1755727"	"KDM5B"
"596"	"ILMN_2076640"	"KHDRBS1"
